ID	DOMES	Date	B	L	Helips	Hnorm	ZTD	mZTD	GradN	GradE	mGradN	mGradE
KLCE	12260M001	2020-07-07 01:30:00.0	50.87575	20.62967	333.559	296.867	2,354.6	1.4	-2.19	1.75	0.18	0.18
KLCE	12260M001	2020-07-07 02:00:00.0	50.87575	20.62967	333.56	296.868	2,352.3	1.2	-1.76	2.2	0.17	0.16
KLCE	12260M001	2020-07-07 02:30:00.0	50.87575	20.62967	333.56	296.868	2,355.4	1.3	-1.63	1.69	0.23	0.15
KLCE	12260M001	2020-07-07 03:00:00.0	50.87575	20.62967	333.559	296.867	2,359.6	1.3	-1.55	1.18	0.19	0.15
KLCE	12260M001	2020-07-07 03:30:00.0	50.87575	20.62967	333.559	296.867	2,360.7	1.1	-1.36	1.54	0.14	0.16
KLDZ	12261M001	2020-07-07 01:30:00.0	50.43558	16.65189	359.557	316.317	2,325.8	1.5	-0.71	0.24	0.18	0.18
KLDZ	12261M001	2020-07-07 02:00:00.0	50.43558	16.65189	359.555	316.315	2,325.5	1.4	-0.76	0.23	0.23	0.18
KLDZ	12261M001	2020-07-07 02:30:00.0	50.43558	16.65189	359.555	316.315	2,324.9	1.4	-0.13	0.43	0.27	0.15
KLDZ	12261M001	2020-07-07 03:00:00.0	50.43558	16.65189	359.556	316.316	2,330.7	1.4	0.01	0.89	0.21	0.17
KLDZ	12261M001	2020-07-07 03:30:00.0	50.43558	16.65189	359.556	316.316	2,328.3	1.3	-0.57	0.5	0.16	0.16
KLOB	12219M001	2020-07-07 01:30:00.0	50.90553	18.93689	301.636	262.932	2,345.1	1.3	-1.82	1.51	0.16	0.17
KLOB	12219M001	2020-07-07 02:00:00.0	50.90553	18.93689	301.631	262.927	2,348.1	1.3	-1.6	1.9	0.17	0.16
KLOB	12219M001	2020-07-07 02:30:00.0	50.90553	18.93689	301.631	262.927	2,351.5	1.3	-1.24	1.36	0.23	0.14
KLOB	12219M001	2020-07-07 03:00:00.0	50.90553	18.93689	301.632	262.928	2,350.9	1.4	-0.87	2.02	0.2	0.16
KLOB	12219M001	2020-07-07 03:30:00.0	50.90553	18.93689	301.632	262.928	2,348.3	1.3	-1.07	1.42	0.17	0.17
KLUC	NDNT-KLUC	2020-07-07 01:30:00.0	50.96822	18.21419	232.953	193.525	2,364.4	1.3	-1.39	1.72	0.16	0.17
KLUC	NDNT-KLUC	2020-07-07 02:00:00.0	50.96822	18.21419	232.951	193.523	2,368.3	1.3	-0.74	0.91	0.17	0.16
KLUC	NDNT-KLUC	2020-07-07 02:30:00.0	50.96822	18.21419	232.951	193.523	2,371.3	1.3	-0.83	0.72	0.23	0.14
KLUC	NDNT-KLUC	2020-07-07 03:00:00.0	50.96822	18.21419	232.946	193.518	2,371	1.3	-0.52	0.59	0.2	0.15
KLUC	NDNT-KLUC	2020-07-07 03:30:00.0	50.96822	18.21419	232.946	193.518	2,371.2	1.2	-0.77	0.89	0.14	0.14
KOLB	NDNT-KOLA	2020-07-07 01:30:00.0	50.24403	21.78331	250.575	215.126	2,409.1	1.6	-0.72	0.65	0.19	0.19
KOLB	NDNT-KOLA	2020-07-07 02:00:00.0	50.24403	21.78331	250.585	215.136	2,406.6	1.4	-1.41	2.17	0.2	0.17
KOLB	NDNT-KOLA	2020-07-07 02:30:00.0	50.24403	21.78331	250.585	215.136	2,406.9	1.4	-2.3	1.58	0.25	0.15
KOLB	NDNT-KOLA	2020-07-07 03:00:00.0	50.24403	21.78331	250.58	215.131	2,402.5	1.3	-0.49	0.43	0.2	0.13
KOLB	NDNT-KOLA	2020-07-07 03:30:00.0	50.24403	21.78331	250.58	215.131	2,409.1	1.1	-1.71	-1.13	0.14	0.14
KONI	12262M001	2020-07-07 01:30:00.0	52.22811	18.25397	157.116	123.974	2,378.6	1.5	-1	1.24	0.21	0.21
KONI	12262M001	2020-07-07 02:00:00.0	52.22811	18.25397	157.115	123.973	2,377.5	1	-0.15	0.69	0.12	0.12
KONI	12262M001	2020-07-07 02:30:00.0	52.22811	18.25397	157.115	123.973	2,380.4	1	-1.19	1.86	0.17	0.1
KONI	12262M001	2020-07-07 03:00:00.0	52.22811	18.25397	157.118	123.976	2,383.7	1.2	-0.93	1.06	0.18	0.14
KONI	12262M001	2020-07-07 03:30:00.0	52.22811	18.25397	157.118	123.976	2,380.4	1.1	-0.14	-0.08	0.13	0.15
KOSC	12263M001	2020-07-07 01:30:00.0	54.12256	17.98158	211.138	180.966	2,358.9	1.3	-0.67	0.04	0.2	0.18
KOSC	12263M001	2020-07-07 02:00:00.0	54.12256	17.98158	211.134	180.962	2,356	1.3	0.07	1.17	0.21	0.15
KOSC	12263M001	2020-07-07 02:30:00.0	54.12256	17.98158	211.134	180.962	2,347.2	1.2	-0.02	1.17	0.23	0.13
KOSC	12263M001	2020-07-07 03:00:00.0	54.12256	17.98158	211.13	180.958	2,345.1	1.4	0.38	0.04	0.19	0.16
KOSC	12263M001	2020-07-07 03:30:00.0	54.12256	17.98158	211.13	180.958	2,348.9	1.3	0.24	0.27	0.15	0.18
KOSZ	12264M001	2020-07-07 01:30:00.0	54.20339	16.19772	123.185	90.114	2,371.1	1.3	-0.83	0.93	0.2	0.19
KOSZ	12264M001	2020-07-07 02:00:00.0	54.20339	16.19772	123.179	90.108	2,385.4	1.4	0.26	0.12	0.2	0.18
KOSZ	12264M001	2020-07-07 02:30:00.0	54.20339	16.19772	123.179	90.108	2,391.7	1.4	-0.81	0.91	0.27	0.17
KOSZ	12264M001	2020-07-07 03:00:00.0	54.20339	16.19772	123.18	90.109	2,386.1	1.3	-1.4	0.91	0.18	0.16
KOSZ	12264M001	2020-07-07 03:30:00.0	54.20339	16.19772	123.18	90.109	2,378.4	1.2	-0.7	1.59	0.13	0.15
KRA1	12218M002	2020-07-07 01:30:00.0	50.06611	19.92047	267.126	227.042	2,388.9	1.7	-2	1.64	0.21	0.2
KRA1	12218M002	2020-07-07 02:00:00.0	50.06611	19.92047	267.123	227.039	2,390.9	1.9	-1.83	1.23	0.32	0.28
KRA2	NDNT-KRAK	2020-07-07 01:30:00.0	50.01092	19.90192	295.003	254.74	2,389.6	1.4	-1.25	0.56	0.16	0.16
KRA2	NDNT-KRAK	2020-07-07 02:00:00.0	50.01092	19.90192	294.999	254.736	2,388.1	1.2	-1.3	0.26	0.16	0.14
KRA2	NDNT-KRAK	2020-07-07 02:30:00.0	50.01092	19.90192	294.999	254.736	2,388.3	1.2	-2.57	1.16	0.21	0.13
KRA2	NDNT-KRAK	2020-07-07 03:00:00.0	50.01092	19.90192	294.993	254.73	2,387.8	1.2	-1.66	2.08	0.18	0.13
KRA2	NDNT-KRAK	2020-07-07 03:30:00.0	50.01092	19.90192	294.993	254.73	2,391.1	1.1	-1.71	0.97	0.12	0.12
KRAP	NDNT-KRAP	2020-07-07 01:30:00.0	50.49031	17.95681	221.317	180.34	2,376.8	1.5	-0.99	1.02	0.22	0.23
KRAP	NDNT-KRAP	2020-07-07 02:00:00.0	50.49031	17.95681	221.311	180.334	2,387.7	1.4	-1.97	0.3	0.24	0.17
KRAP	NDNT-KRAP	2020-07-07 02:30:00.0	50.49031	17.95681	221.311	180.334	2,376	1.4	-2.15	0.89	0.29	0.15
KRAP	NDNT-KRAP	2020-07-07 03:00:00.0	50.49031	17.95681	221.306	180.329	2,386.4	1.4	-2.89	1.09	0.23	0.16
KRAP	NDNT-KRAP	2020-07-07 03:30:00.0	50.49031	17.95681	221.306	180.329	2,385	1.3	-2.13	1.63	0.17	0.15
KRAW	12218M001	2020-07-07 01:30:00.0	50.06614	19.92047	267.131	227.047	2,383.9	1.7	-1.95	1.62	0.22	0.21
KRAW	12218M001	2020-07-07 02:00:00.0	50.06614	19.92047	267.128	227.044	2,386.6	1.9	-2.07	1.34	0.33	0.29
KROS	12265M001	2020-07-07 01:00:00.0	49.67875	21.77464	347.515	311.11	2,397.1	1.3	-1.61	0.75	0.14	0.13
KROS	12265M001	2020-07-07 01:30:00.0	49.67875	21.77464	347.515	311.11	2,393.3	1.5	-2.46	0.72	0.17	0.17
KROS	12265M001	2020-07-07 02:00:00.0	49.67875	21.77464	347.533	311.128	2,387.8	1.4	-1.65	1.1	0.18	0.17
KROS	12265M001	2020-07-07 02:30:00.0	49.67875	21.77464	347.533	311.128	2,385	1.4	-0.27	2.21	0.23	0.15
KROS	12265M001	2020-07-07 03:00:00.0	49.67875	21.77464	347.528	311.123	2,390.4	1.4	-0.54	0.34	0.2	0.15
KROS	12265M001	2020-07-07 03:30:00.0	49.67875	21.77464	347.528	311.123	2,388.8	1.3	-0.78	0.4	0.14	0.14
KROT	12266M001	2020-07-07 01:00:00.0	51.69219	17.43719	186.25	148.452	2,373.4	1.3	0.16	0.52	0.19	0.16
KROT	12266M001	2020-07-07 01:30:00.0	51.69219	17.43719	186.25	148.452	2,374.3	1.7	-0.54	0.8	0.25	0.22
KROT	12266M001	2020-07-07 02:00:00.0	51.69219	17.43719	186.249	148.451	2,377.8	1.3	-0.27	0.54	0.23	0.16
KROT	12266M001	2020-07-07 02:30:00.0	51.69219	17.43719	186.249	148.451	2,378.2	1.3	-0.23	0.51	0.26	0.14
KROT	12266M001	2020-07-07 03:00:00.0	51.69219	17.43719	186.249	148.451	2,374	1.3	0.22	-0.5	0.2	0.16
KROT	12266M001	2020-07-07 03:30:00.0	51.69219	17.43719	186.249	148.451	2,374.2	1.3	-0.21	-0.58	0.17	0.2
KUTN	12267M001	2020-07-07 01:00:00.0	52.22606	19.37497	159.85	127.721	2,374.5	1.2	-0.84	0.96	0.17	0.14
KUTN	12267M001	2020-07-07 01:30:00.0	52.22606	19.37497	159.85	127.721	2,375.7	1.5	-0.53	0.61	0.21	0.21
KUTN	12267M001	2020-07-07 02:00:00.0	52.22606	19.37497	159.849	127.72	2,380.4	1.3	-0.59	0.08	0.21	0.2
KUTN	12267M001	2020-07-07 02:30:00.0	52.22606	19.37497	159.849	127.72	2,383.1	1.5	-0.63	0.43	0.28	0.18
KUTN	12267M001	2020-07-07 03:00:00.0	52.22606	19.37497	159.846	127.717	2,387.7	1.4	-0.48	0.42	0.21	0.16
KUTN	12267M001	2020-07-07 03:30:00.0	52.22606	19.37497	159.846	127.717	2,388.8	1.2	-0.54	0.29	0.14	0.16
LAN1	NDNT-LANC	2020-07-07 01:00:00.0	50.06586	22.22919	287.417	252.658	2,398.2	1.2	-1.62	-0.49	0.13	0.12
LAN1	NDNT-LANC	2020-07-07 01:30:00.0	50.06586	22.22919	287.417	252.658	2,404.8	1.4	-0.8	-0.54	0.17	0.16
LAN1	NDNT-LANC	2020-07-07 02:00:00.0	50.06586	22.22919	287.424	252.665	2,405.9	1.3	-1.41	0.54	0.17	0.16
LAN1	NDNT-LANC	2020-07-07 02:30:00.0	50.06586	22.22919	287.424	252.665	2,406.2	1.3	-0.57	0.29	0.22	0.14
LAN1	NDNT-LANC	2020-07-07 03:00:00.0	50.06586	22.22919	287.428	252.669	2,399.5	1.4	-0.69	0.44	0.19	0.14
LAN1	NDNT-LANC	2020-07-07 03:30:00.0	50.06586	22.22919	287.428	252.669	2,402.8	1.3	-0.56	0.88	0.14	0.15
LEGP	12268M001	2020-07-07 01:00:00.0	51.2	16.15497	181.336	139.953	2,379.5	1	-1.33	-0.09	0.13	0.13
LEGP	12268M001	2020-07-07 01:30:00.0	51.2	16.15497	181.336	139.953	2,377.1	1.3	-0.78	0.14	0.17	0.19
LEGP	12268M001	2020-07-07 02:00:00.0	51.2	16.15497	181.337	139.954	2,377.1	1.3	-0.93	0.2	0.19	0.18
LEGP	12268M001	2020-07-07 02:30:00.0	51.2	16.15497	181.337	139.954	2,380.5	1.4	-1.09	0.22	0.26	0.19
LEGP	12268M001	2020-07-07 03:00:00.0	51.2	16.15497	181.338	139.955	2,382.2	1.6	-0.9	0.32	0.24	0.2
LEGP	12268M001	2020-07-07 03:30:00.0	51.2	16.15497	181.338	139.955	2,383.9	1.5	-0.53	0.32	0.21	0.21
LELO	12269M001	2020-07-07 01:00:00.0	50.68289	19.62889	306.299	267.817	2,345.4	1.1	-2.35	1.7	0.13	0.12
LELO	12269M001	2020-07-07 01:30:00.0	50.68289	19.62889	306.299	267.817	2,346	1.3	-2.52	1.34	0.17	0.17
LELO	12269M001	2020-07-07 02:00:00.0	50.68289	19.62889	306.301	267.819	2,352.6	1.2	-1.89	0.47	0.18	0.16
LELO	12269M001	2020-07-07 02:30:00.0	50.68289	19.62889	306.301	267.819	2,357.7	1.2	-2.06	0.62	0.23	0.13
LELO	12269M001	2020-07-07 03:00:00.0	50.68289	19.62889	306.301	267.819	2,360.9	1.2	-2.34	1.66	0.19	0.15
LELO	12269M001	2020-07-07 03:30:00.0	50.68289	19.62889	306.301	267.819	2,359.4	1.1	-1.84	2.37	0.13	0.14
LES1	MUSE-LES1	2020-07-07 01:00:00.0	51.52717	16.14506	163.394	123.199	2,388.1	1.1	-0.26	-0.7	0.14	0.14
LES1	MUSE-LES1	2020-07-07 01:30:00.0	51.52717	16.14506	163.394	123.199	2,388.7	1.4	-0.36	-0.89	0.23	0.21
LES1	MUSE-LES1	2020-07-07 02:00:00.0	51.52717	16.14506	163.4	123.205	2,385.1	1.4	-0.21	-0.49	0.24	0.18
LES1	MUSE-LES1	2020-07-07 02:30:00.0	51.52717	16.14506	163.4	123.205	2,385.3	1.4	0.24	-1	0.27	0.19
LES1	MUSE-LES1	2020-07-07 03:00:00.0	51.52717	16.14506	163.405	123.21	2,383	1.4	-0.72	-0.74	0.23	0.18
LES1	MUSE-LES1	2020-07-07 03:30:00.0	51.52717	16.14506	163.405	123.21	2,382.6	1.5	-0.94	-0.53	0.21	0.22
LODZ	12226M001	2020-07-07 01:00:00.0	51.77872	19.45953	259.429	225.93	2,342.8	1	-1.75	1.1	0.12	0.11
LODZ	12226M001	2020-07-07 01:30:00.0	51.77872	19.45953	259.429	225.93	2,343.1	1.3	-1.89	0.63	0.16	0.16
LODZ	12226M001	2020-07-07 02:00:00.0	51.77872	19.45953	259.428	225.929	2,349.7	1.6	-1.42	0.73	0.26	0.25
LOMZ	12271M001	2020-07-07 01:00:00.0	53.174	22.08036	185.348	156.355	2,367.7	0.8	-1.14	1.19	0.11	0.11
LOMZ	12271M001	2020-07-07 01:30:00.0	53.174	22.08036	185.348	156.355	2,364.1	1.1	-1.56	1.38	0.14	0.16
LOMZ	12271M001	2020-07-07 02:00:00.0	53.174	22.08036	185.347	156.354	2,366.2	1.2	-0.66	1.15	0.19	0.16
LOMZ	12271M001	2020-07-07 02:30:00.0	53.174	22.08036	185.347	156.354	2,374.7	1.2	-0.5	0.6	0.23	0.15
LOMZ	12271M001	2020-07-07 03:00:00.0	53.174	22.08036	185.344	156.351	2,380.2	1.3	-0.6	0.53	0.18	0.16
LOMZ	12271M001	2020-07-07 03:30:00.0	53.174	22.08036	185.344	156.351	2,382.3	1.2	-0.8	0.43	0.13	0.16
LUBL	12272M001	2020-07-07 01:00:00.0	51.25086	22.55472	242.196	210.386	2,387.3	1.1	-1.24	-0.28	0.13	0.13
LUBL	12272M001	2020-07-07 01:30:00.0	51.25086	22.55472	242.196	210.386	2,386.2	1.4	-1.65	0.04	0.17	0.16
LUBL	12272M001	2020-07-07 02:00:00.0	51.25086	22.55472	242.203	210.393	2,386.6	1.4	-1.19	0.7	0.21	0.17
LUBL	12272M001	2020-07-07 02:30:00.0	51.25086	22.55472	242.203	210.393	2,401	1.4	-1.31	0.44	0.24	0.14
LUBL	12272M001	2020-07-07 03:00:00.0	51.25086	22.55472	242.203	210.393	2,396.2	1.3	-1.12	1.3	0.2	0.15
LUBL	12272M001	2020-07-07 03:30:00.0	51.25086	22.55472	242.203	210.393	2,387.7	1.3	-1.34	0.21	0.16	0.17
MET3	10503M010	2020-07-07 01:00:00.0	60.21744	24.3945	79.197	60.43	2,378.8	1.2	-0.43	-0.03	0.16	0.12
MET3	10503M010	2020-07-07 01:30:00.0	60.21744	24.3945	79.197	60.43	2,378.6	1.4	-0.72	0.09	0.21	0.19
MET3	10503M010	2020-07-07 02:00:00.0	60.21744	24.3945	79.191	60.424	2,392.9	2	-0.08	1.32	0.32	0.28
MIEL	18967M001	2020-07-07 01:00:00.0	50.29119	21.438	224.539	188.514	2,410.7	1.1	-1.29	0.31	0.13	0.12
MIEL	18967M001	2020-07-07 01:30:00.0	50.29119	21.438	224.539	188.514	2,411.4	1.4	-1.29	1.08	0.18	0.17
MIEL	18967M001	2020-07-07 02:00:00.0	50.29119	21.438	224.541	188.516	2,410.1	1.4	-1.07	0.41	0.19	0.17
MIEL	18967M001	2020-07-07 02:30:00.0	50.29119	21.438	224.541	188.516	2,416.4	1.4	-1.59	0.5	0.24	0.14
MIEL	18967M001	2020-07-07 03:00:00.0	50.29119	21.438	224.542	188.517	2,413.3	1.3	-1.6	0.04	0.2	0.15
MIEL	18967M001	2020-07-07 03:30:00.0	50.29119	21.438	224.542	188.517	2,415.8	1.2	-1.21	0.39	0.14	0.15
MIEW	NDNT-MIEW	2020-07-07 01:00:00.0	50.36228	20.04022	336.592	297.596	2,360.9	1.1	-3.16	1.96	0.13	0.12
MIEW	NDNT-MIEW	2020-07-07 01:30:00.0	50.36228	20.04022	336.592	297.596	2,355.8	1.3	-2.91	1.6	0.16	0.17
MIEW	NDNT-MIEW	2020-07-07 02:00:00.0	50.36228	20.04022	336.593	297.597	2,360.6	1.2	-2.29	0.85	0.16	0.16
MIEW	NDNT-MIEW	2020-07-07 02:30:00.0	50.36228	20.04022	336.593	297.597	2,360.2	1.2	-1.64	0.61	0.23	0.14
MIEW	NDNT-MIEW	2020-07-07 03:00:00.0	50.36228	20.04022	336.59	297.594	2,360.5	1.3	-2.18	0.34	0.2	0.14
MIEW	NDNT-MIEW	2020-07-07 03:30:00.0	50.36228	20.04022	336.59	297.594	2,363.2	1.2	-1.65	1.11	0.14	0.13
MIKL	12335M001	2020-07-07 01:00:00.0	46.97278	31.97283	93.956	68.565	2,439.2	1.3	0.91	1.11	0.15	0.14
MIKL	12335M001	2020-07-07 01:30:00.0	46.97278	31.97283	93.956	68.565	2,442.4	1.5	0.09	1.27	0.19	0.17
MIKL	12335M001	2020-07-07 02:00:00.0	46.97278	31.97283	93.952	68.561	2,446.1	1.7	-0.59	1.49	0.24	0.23
MIMA	12273M001	2020-07-07 01:00:00.0	52.18131	21.55925	200.734	170.143	2,373.3	1.2	-1.49	1.81	0.16	0.15
MIMA	12273M001	2020-07-07 01:30:00.0	52.18131	21.55925	200.734	170.143	2,371.1	1.5	-1.77	2.31	0.2	0.2
MIMA	12273M001	2020-07-07 02:00:00.0	52.18131	21.55925	200.739	170.148	2,370.4	1.4	-0.78	0.66	0.19	0.18
MIMA	12273M001	2020-07-07 02:30:00.0	52.18131	21.55925	200.739	170.148	2,374.7	1.4	-1.11	0.97	0.25	0.18
MIMA	12273M001	2020-07-07 03:00:00.0	52.18131	21.55925	200.734	170.143	2,383.5	1.3	-1.47	0.72	0.18	0.14
MIMA	12273M001	2020-07-07 03:30:00.0	52.18131	21.55925	200.734	170.143	2,381.9	1.2	-1.02	0.87	0.13	0.15
MLCN	12274M001	2020-07-07 01:00:00.0	50.06589	21.97169	271.988	236.819	2,402.6	1.3	-1.52	-0.02	0.13	0.14
MLCN	12274M001	2020-07-07 01:30:00.0	50.06589	21.97169	271.988	236.819	2,404.5	1.5	-1.29	0.3	0.17	0.17
MLCN	12274M001	2020-07-07 02:00:00.0	50.06589	21.97169	271.99	236.821	2,407.5	1.7	-0.92	-0.49	0.23	0.22
MLCN	12274M001	2020-07-07 02:30:00.0	50.06589	21.97169	271.99	236.821	2,406.3	1.7	-1.28	0.12	0.3	0.2
MLCN	12274M001	2020-07-07 03:00:00.0	50.06589	21.97169	271.998	236.829	2,400.9	1.5	-0.86	1.03	0.21	0.19
MLCN	12274M001	2020-07-07 03:30:00.0	50.06589	21.97169	271.998	236.829	2,396.4	1.5	-1.15	0.72	0.17	0.21
MSZA	NDNT-MSZA	2020-07-07 01:00:00.0	49.67928	20.07031	440.902	400.328	2,366.2	1.4	-1.57	1.23	0.2	0.16
MSZA	NDNT-MSZA	2020-07-07 01:30:00.0	49.67928	20.07031	440.902	400.328	2,366.5	1.8	-1.22	1.3	0.23	0.23
MSZA	NDNT-MSZA	2020-07-07 02:00:00.0	49.67928	20.07031	440.908	400.334	2,360.7	1.6	-1.45	1.34	0.26	0.19
MSZA	NDNT-MSZA	2020-07-07 02:30:00.0	49.67928	20.07031	440.908	400.334	2,353.9	1.6	-1.64	1.43	0.31	0.22
MSZA	NDNT-MSZA	2020-07-07 03:00:00.0	49.67928	20.07031	440.904	400.33	2,357.7	1.5	-1.28	1.07	0.24	0.18
MSZA	NDNT-MSZA	2020-07-07 03:30:00.0	49.67928	20.07031	440.904	400.33	2,357.4	1.3	-1.38	0.72	0.18	0.17
MYSZ	12275M001	2020-07-07 01:00:00.0	53.38653	21.34358	169.317	139.452	2,368.6	0.8	-0.73	0.46	0.11	0.11
MYSZ	12275M001	2020-07-07 01:30:00.0	53.38653	21.34358	169.317	139.452	2,371.7	1.1	-0.41	0.1	0.14	0.16
MYSZ	12275M001	2020-07-07 02:00:00.0	53.38653	21.34358	169.315	139.45	2,377.8	1.2	-0.44	0.29	0.2	0.16
MYSZ	12275M001	2020-07-07 02:30:00.0	53.38653	21.34358	169.315	139.45	2,369.1	1.2	-0.6	1.49	0.24	0.14
MYSZ	12275M001	2020-07-07 03:00:00.0	53.38653	21.34358	169.313	139.448	2,368.7	1.3	-1.31	0.82	0.18	0.14
MYSZ	12275M001	2020-07-07 03:30:00.0	53.38653	21.34358	169.313	139.448	2,371.1	1.2	-1.33	0.54	0.13	0.16
NODW	12276M001	2020-07-07 01:00:00.0	52.43108	20.71058	125.7	94.463	2,382.9	1	-1.02	1	0.14	0.11
NODW	12276M001	2020-07-07 01:30:00.0	52.43108	20.71058	125.7	94.463	2,384.9	1.3	-0.74	1.44	0.16	0.15
NODW	12276M001	2020-07-07 02:00:00.0	52.43108	20.71058	125.696	94.459	2,388.5	1.4	-0.8	1.51	0.19	0.18
NODW	12276M001	2020-07-07 02:30:00.0	52.43108	20.71058	125.696	94.459	2,390.8	1.4	-1.2	1	0.23	0.17
NODW	12276M001	2020-07-07 03:00:00.0	52.43108	20.71058	125.694	94.457	2,394	1.3	-1.58	1.02	0.18	0.14
NODW	12276M001	2020-07-07 03:30:00.0	52.43108	20.71058	125.694	94.457	2,398.9	1.2	-1.63	1.23	0.13	0.15
NTML	12277M001	2020-07-07 01:00:00.0	52.32081	16.11803	126.625	89.818	2,402.1	1	-0.1	-0.73	0.12	0.12
NTML	12277M001	2020-07-07 01:30:00.0	52.32081	16.11803	126.625	89.818	2,405.1	1.2	0.01	-1.04	0.16	0.17
NTML	12277M001	2020-07-07 02:00:00.0	52.32081	16.11803	126.621	89.814	2,400.3	1.3	-0.69	-0.11	0.18	0.16
NTML	12277M001	2020-07-07 02:30:00.0	52.32081	16.11803	126.621	89.814	2,393.4	1.3	-0.46	-0.18	0.23	0.15
NTML	12277M001	2020-07-07 03:00:00.0	52.32081	16.11803	126.62	89.813	2,383.3	1.3	-1.22	-0.24	0.19	0.16
NTML	12277M001	2020-07-07 03:30:00.0	52.32081	16.11803	126.62	89.813	2,378.2	1.2	-0.8	0.05	0.14	0.16
NWSA	NDNT-NWSA	2020-07-07 01:00:00.0	49.63017	20.70711	338.706	299.646	2,383.8	1.2	-0.56	0.26	0.16	0.12
NWSA	NDNT-NWSA	2020-07-07 01:30:00.0	49.63017	20.70711	338.706	299.646	2,387	1.4	-0.72	-0.09	0.19	0.17
NWSA	NDNT-NWSA	2020-07-07 02:00:00.0	49.63017	20.70711	338.71	299.65	2,379.6	1.4	-1.45	0.39	0.22	0.17
NWSA	NDNT-NWSA	2020-07-07 02:30:00.0	49.63017	20.70711	338.71	299.65	2,379.4	1.4	-1.2	-0.34	0.26	0.15
NWSA	NDNT-NWSA	2020-07-07 03:00:00.0	49.63017	20.70711	338.709	299.649	2,379.3	1.3	-1.19	0.08	0.21	0.14
NWSA	NDNT-NWSA	2020-07-07 03:30:00.0	49.63017	20.70711	338.709	299.649	2,385.2	1.2	-0.99	0.99	0.15	0.14
NWSC	12231M001	2020-07-07 01:00:00.0	49.61844	20.69003	334.751	295.598	2,376.8	1.2	-1.01	0.4	0.17	0.12
NWSC	12231M001	2020-07-07 01:30:00.0	49.61844	20.69003	334.751	295.598	2,378.7	1.5	-0.82	0.52	0.21	0.18
NWSC	12231M001	2020-07-07 02:00:00.0	49.61844	20.69003	334.751	295.598	2,381.4	1.5	-1.04	-0.15	0.24	0.17
NWSC	12231M001	2020-07-07 02:30:00.0	49.61844	20.69003	334.751	295.598	2,382.2	1.4	-0.76	-0.54	0.28	0.15
NWSC	12231M001	2020-07-07 03:00:00.0	49.61844	20.69003	334.748	295.595	2,381.6	1.3	-0.88	0.12	0.22	0.15
NWSC	12231M001	2020-07-07 03:30:00.0	49.61844	20.69003	334.748	295.595	2,387.2	1.2	-1.21	0.66	0.16	0.15
NWT1	12232M002	2020-07-07 01:00:00.0	49.47819	20.03444	654.916	613.66	2,299.5	1.5	0.11	0.52	0.18	0.2
NWT1	12232M002	2020-07-07 01:30:00.0	49.47819	20.03444	654.916	613.66	2,302.6	2.2	-0.11	0.34	0.29	0.3
NWT1	12232M002	2020-07-07 02:00:00.0	49.47819	20.03444	654.915	613.659	2,298.7	1.7	-0.77	1.79	0.29	0.23
NWT1	12232M002	2020-07-07 02:30:00.0	49.47819	20.03444	654.915	613.659	2,298.4	1.6	-0.22	1.52	0.33	0.2
NWT1	12232M002	2020-07-07 03:00:00.0	49.47819	20.03444	654.924	613.668	2,295.6	1.3	-1.57	0.55	0.21	0.15
NWT1	12232M002	2020-07-07 03:30:00.0	49.47819	20.03444	654.924	613.668	2,294.2	1.2	-1.15	-0.05	0.15	0.15
NYSA	12278M001	2020-07-07 01:00:00.0	50.47769	17.33375	250.602	208.672	2,362.5	1.2	-1.34	1.44	0.14	0.13
NYSA	12278M001	2020-07-07 01:30:00.0	50.47769	17.33375	250.602	208.672	2,359.4	1.5	-0.6	1.56	0.18	0.18
NYSA	12278M001	2020-07-07 02:00:00.0	50.47769	17.33375	250.602	208.672	2,365.9	1.4	-0.41	0.69	0.2	0.17
NYSA	12278M001	2020-07-07 02:30:00.0	50.47769	17.33375	250.602	208.672	2,362.1	1.4	-0.55	0.99	0.25	0.15
NYSA	12278M001	2020-07-07 03:00:00.0	50.47769	17.33375	250.603	208.673	2,358.1	1.4	-0.74	0.32	0.2	0.16
NYSA	12278M001	2020-07-07 03:30:00.0	50.47769	17.33375	250.603	208.673	2,358	1.2	-0.64	0.15	0.15	0.15
NYSN	NDNT-NYSN	2020-07-07 01:00:00.0	50.45656	17.34097	241.564	199.562	2,367.2	1.3	-0.8	1.6	0.16	0.15
NYSN	NDNT-NYSN	2020-07-07 01:30:00.0	50.45656	17.34097	241.564	199.562	2,365.7	1.7	-0.57	1.28	0.22	0.21
NYSN	NDNT-NYSN	2020-07-07 02:00:00.0	50.45656	17.34097	241.562	199.56	2,369.7	1.5	-0.85	0.87	0.25	0.18
NYSN	NDNT-NYSN	2020-07-07 02:30:00.0	50.45656	17.34097	241.562	199.56	2,368	1.6	-1.02	1.09	0.29	0.17
NYSN	NDNT-NYSN	2020-07-07 03:00:00.0	50.45656	17.34097	241.56	199.558	2,365.1	1.5	-0.74	0.68	0.23	0.2
NYSN	NDNT-NYSN	2020-07-07 03:30:00.0	50.45656	17.34097	241.56	199.558	2,364.1	1.4	-0.65	0.86	0.19	0.21
OPLE	12283M001	2020-07-07 01:00:00.0	50.66761	17.91936	225.91	185.459	2,368.1	1.1	-1.07	1.25	0.12	0.12
